CHROM	Start	End	File
1	181144121	182755356	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	182755356	184595513	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	184595513	186810023	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	186810023	188759945	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	188759945	189904130	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	189904130	191868930	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	191868930	194107442	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	194107442	196176201	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	196176201	197311514	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	197311514	199239884	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	199239884	200137649	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	200137649	201589975	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	201589975	203334734	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	203334734	204681068	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	204681068	206073265	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	206073265	208410364	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	208410364	210787750	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	210787750	212842330	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	212842330	214578266	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	214578266	216243634	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	216243634	218705513	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	218705513	219590571	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	219590571	221858231	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	221858231	222230220	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	222230220	224938520	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	224938520	226810860	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	226810860	229156248	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	229156248	230685255	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	230685255	232090252	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	232090252	233429284	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	233429284	234599434	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	234599434	235819436	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	235819436	237555628	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	237555628	238567807	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	238567807	239925314	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	239925314	240564091	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	240564091	241582220	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	241582220	242071602	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	242071602	244109499	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	244109499	245506746	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	245506746	247344518	CHR1.Imputed.1KG.dose_filtered.vcf.gz
1	247344518	249239466	CHR1.Imputed.1KG.dose_filtered.vcf.gz
2	10133	1781022	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	1781022	3973779	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	3973779	5708337	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	5708337	6836254	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	6836254	8422147	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	8422147	10298469	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	10298469	12419150	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	12419150	14335308	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	14335308	16329735	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	16329735	18647423	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	18647423	19692404	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	19692404	21050490	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	21050490	23341383	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	23341383	24686918	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	24686918	26894985	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	26894985	28598777	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	28598777	29217559	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	29217559	30463711	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	30463711	31550450	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	31550450	33363777	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	33363777	35345028	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	35345028	36122006	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	36122006	38132712	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	38132712	39031337	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	39031337	40281483	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	40281483	43309590	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	43309590	44313803	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	44313803	46482634	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	46482634	47318772	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	47318772	48213001	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	48213001	50022257	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	50022257	50818928	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	50818928	52491133	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	52491133	53508452	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	53508452	54685226	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	54685226	56203345	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	56203345	57429100	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	57429100	58297315	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	58297315	60292000	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	60292000	62429044	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	62429044	64625913	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	64625913	65933444	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	65933444	67226166	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	67226166	68010176	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	68010176	69139564	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	69139564	70755198	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	70755198	73174848	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	73174848	75630086	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	75630086	76913661	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	76913661	78079264	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	78079264	80050403	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	80050403	81620841	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	81620841	85140680	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	85140680	88038507	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	88038507	89154526	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	89154526	95326452	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	95326452	98995201	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	98995201	101822329	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	101822329	102688765	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	102688765	103588215	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	103588215	105125034	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	105125034	106210058	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	106210058	107408267	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	107408267	108429177	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	108429177	110572432	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	110572432	113921856	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	113921856	116772470	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	116772470	118367466	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	118367466	121303783	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	121303783	123302906	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	123302906	124732250	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	124732250	125840921	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	125840921	127373764	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	127373764	128034347	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	128034347	129474441	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	129474441	130067170	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	130067170	130658085	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	130658085	133042784	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	133042784	135158578	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	135158578	137042794	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	137042794	138698117	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	138698117	140100271	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	140100271	141805351	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	141805351	142518602	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	142518602	144519484	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	144519484	146445570	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	146445570	147277162	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	147277162	150210292	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	150210292	151731462	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	151731462	152486782	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	152486782	154005056	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	154005056	155391135	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	155391135	157560635	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	157560635	158533218	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	158533218	159577082	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	159577082	161769733	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	161769733	163503551	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	163503551	164466638	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	164466638	165178840	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	165178840	167160270	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	167160270	167355970	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	167355970	169968236	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	169968236	171226245	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	171226245	173138905	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	173138905	175588929	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	175588929	177363636	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	177363636	178553183	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	178553183	181312739	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	181312739	182266031	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	182266031	184357608	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	184357608	185280173	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	185280173	189882065	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	189882065	191973357	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	191973357	195861164	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	195861164	196447456	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	196447456	198078110	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	198078110	199311125	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	199311125	201576284	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	201576284	202818637	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	202818637	205799241	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	205799241	206735704	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	206735704	208645399	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	208645399	209941529	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	209941529	212379518	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	212379518	214014282	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	214014282	215573795	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	215573795	217715661	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	217715661	218395480	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	218395480	220454551	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	220454551	222521176	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	222521176	224859419	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	224859419	225840004	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	225840004	228119842	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	228119842	229370787	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	229370787	231843389	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	231843389	233550003	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	233550003	235150987	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	235150987	236043550	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	236043550	237449032	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	237449032	238760981	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	238760981	239952643	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	239952643	241560084	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	241560084	242149921	CHR2.Imputed.1KG.dose_filtered.vcf.gz
2	242149921	243188920	CHR2.Imputed.1KG.dose_filtered.vcf.gz
3	60157	1441779	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	1441779	2992120	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	2992120	4431647	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	4431647	6083183	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	6083183	7083387	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	7083387	8648561	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	8648561	9543183	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	9543183	11019665	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	11019665	13070799	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	13070799	14816900	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	14816900	16282442	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	16282442	17891118	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	17891118	19125144	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	19125144	20091348	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	20091348	21643707	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	21643707	22204244	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	22204244	23804865	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	23804865	25461558	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	25461558	26877769	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	26877769	27840910	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	27840910	29142260	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	29142260	30717955	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	30717955	32351715	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	32351715	33255592	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	33255592	35283458	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	35283458	36486842	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	36486842	38356116	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	38356116	40221298	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	40221298	41064528	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	41064528	42540002	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	42540002	45165153	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	45165153	46657500	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	46657500	47727212	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	47727212	49316972	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	49316972	51832015	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	51832015	54081390	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	54081390	55348860	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	55348860	56433907	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	56433907	58157519	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	58157519	60272906	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	60272906	62355666	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	62355666	63669286	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	63669286	65273538	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	65273538	66270447	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	66270447	68286914	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	68286914	69276762	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	69276762	70449028	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	70449028	72529329	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	72529329	74321817	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	74321817	75704949	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	75704949	77508835	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	77508835	79024541	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	79024541	81427310	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	81427310	82643886	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	82643886	84367479	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	84367479	85582231	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	85582231	87409732	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	87409732	88298373	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	88298373	94255316	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	94255316	95311971	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	95311971	98215950	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	98215950	99373762	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	99373762	100592217	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	100592217	103084960	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	103084960	104581613	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	104581613	106982811	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	106982811	109522395	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	109522395	110513770	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	110513770	112815699	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	112815699	113947863	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	113947863	115447080	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	115447080	116800153	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	116800153	118530251	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	118530251	120523055	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	120523055	121974097	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	121974097	123517768	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	123517768	124936642	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	124936642	126214943	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	126214943	128194861	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	128194861	130244735	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	130244735	131836516	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	131836516	133252173	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	133252173	135456906	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	135456906	137371083	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	137371083	139954597	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	139954597	141339097	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	141339097	143164628	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	143164628	144410816	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	144410816	145664619	CHR3.Imputed.1KG.dose_filtered.vcf.gz
3	145664619	146726629	CHR3.Imputed.1KG.dose_filtered.vcf.gz
