CHROM	Start	End	File
2	113921856	116772470	Genotype.vcf.gz
2	116772470	118367466	Genotype.vcf.gz
2	118367466	121303783	Genotype.vcf.gz
2	121303783	123302906	Genotype.vcf.gz
2	123302906	124732250	Genotype.vcf.gz
2	124732250	125840921	Genotype.vcf.gz
2	125840921	127373764	Genotype.vcf.gz
2	127373764	128034347	Genotype.vcf.gz
2	128034347	129474441	Genotype.vcf.gz
2	129474441	130067170	Genotype.vcf.gz
2	130067170	130658085	Genotype.vcf.gz
2	130658085	133042784	Genotype.vcf.gz
2	133042784	135158578	Genotype.vcf.gz
2	135158578	137042794	Genotype.vcf.gz
2	137042794	138698117	Genotype.vcf.gz
2	138698117	140100271	Genotype.vcf.gz
2	140100271	141805351	Genotype.vcf.gz
2	141805351	142518602	Genotype.vcf.gz
2	142518602	144519484	Genotype.vcf.gz
2	144519484	146445570	Genotype.vcf.gz
2	146445570	147277162	Genotype.vcf.gz
2	147277162	150210292	Genotype.vcf.gz
2	150210292	151731462	Genotype.vcf.gz
2	151731462	152486782	Genotype.vcf.gz
2	152486782	154005056	Genotype.vcf.gz
2	154005056	155391135	Genotype.vcf.gz
2	155391135	157560635	Genotype.vcf.gz
2	157560635	158533218	Genotype.vcf.gz
2	158533218	159577082	Genotype.vcf.gz
2	159577082	161769733	Genotype.vcf.gz
2	161769733	163503551	Genotype.vcf.gz
2	163503551	164466638	Genotype.vcf.gz
2	164466638	165178840	Genotype.vcf.gz
2	165178840	167160270	Genotype.vcf.gz
2	167160270	167355970	Genotype.vcf.gz
2	167355970	169968236	Genotype.vcf.gz
2	169968236	171226245	Genotype.vcf.gz
2	171226245	173138905	Genotype.vcf.gz
2	173138905	175588929	Genotype.vcf.gz
2	175588929	177363636	Genotype.vcf.gz
2	177363636	178553183	Genotype.vcf.gz
2	178553183	181312739	Genotype.vcf.gz
2	181312739	182266031	Genotype.vcf.gz
2	182266031	184357608	Genotype.vcf.gz
2	184357608	185280173	Genotype.vcf.gz
2	185280173	189882065	Genotype.vcf.gz
2	189882065	191973357	Genotype.vcf.gz
2	191973357	195861164	Genotype.vcf.gz
2	195861164	196447456	Genotype.vcf.gz
2	196447456	198078110	Genotype.vcf.gz
2	198078110	199311125	Genotype.vcf.gz
2	199311125	201576284	Genotype.vcf.gz
2	201576284	202818637	Genotype.vcf.gz
2	202818637	205799241	Genotype.vcf.gz
2	205799241	206735704	Genotype.vcf.gz
2	206735704	208645399	Genotype.vcf.gz
2	208645399	209941529	Genotype.vcf.gz
2	209941529	212379518	Genotype.vcf.gz
2	212379518	214014282	Genotype.vcf.gz
2	214014282	215573795	Genotype.vcf.gz
2	215573795	217715661	Genotype.vcf.gz
2	217715661	218395480	Genotype.vcf.gz
2	218395480	220454551	Genotype.vcf.gz
2	220454551	222521176	Genotype.vcf.gz
2	222521176	224859419	Genotype.vcf.gz
2	224859419	225840004	Genotype.vcf.gz
2	225840004	228119842	Genotype.vcf.gz
2	228119842	229370787	Genotype.vcf.gz
2	229370787	231843389	Genotype.vcf.gz
2	231843389	233550003	Genotype.vcf.gz
2	233550003	235150987	Genotype.vcf.gz
2	235150987	236043550	Genotype.vcf.gz
2	236043550	237449032	Genotype.vcf.gz
2	237449032	238760981	Genotype.vcf.gz
2	238760981	239952643	Genotype.vcf.gz
2	239952643	241560084	Genotype.vcf.gz
2	241560084	242149921	Genotype.vcf.gz
2	242149921	243188920	Genotype.vcf.gz
3	60157	1441779	Genotype.vcf.gz
3	1441779	2992120	Genotype.vcf.gz
3	2992120	4431647	Genotype.vcf.gz
3	4431647	6083183	Genotype.vcf.gz
3	6083183	7083387	Genotype.vcf.gz
3	7083387	8648561	Genotype.vcf.gz
3	8648561	9543183	Genotype.vcf.gz
3	9543183	11019665	Genotype.vcf.gz
3	11019665	13070799	Genotype.vcf.gz
3	13070799	14816900	Genotype.vcf.gz
3	14816900	16282442	Genotype.vcf.gz
3	16282442	17891118	Genotype.vcf.gz
3	17891118	19125144	Genotype.vcf.gz
3	19125144	20091348	Genotype.vcf.gz
3	20091348	21643707	Genotype.vcf.gz
3	21643707	22204244	Genotype.vcf.gz
3	22204244	23804865	Genotype.vcf.gz
3	23804865	25461558	Genotype.vcf.gz
3	25461558	26877769	Genotype.vcf.gz
3	26877769	27840910	Genotype.vcf.gz
3	27840910	29142260	Genotype.vcf.gz
3	29142260	30717955	Genotype.vcf.gz
3	30717955	32351715	Genotype.vcf.gz
3	32351715	33255592	Genotype.vcf.gz
3	33255592	35283458	Genotype.vcf.gz
3	35283458	36486842	Genotype.vcf.gz
3	36486842	38356116	Genotype.vcf.gz
3	38356116	40221298	Genotype.vcf.gz
3	40221298	41064528	Genotype.vcf.gz
3	41064528	42540002	Genotype.vcf.gz
3	42540002	45165153	Genotype.vcf.gz
3	45165153	46657500	Genotype.vcf.gz
3	46657500	47727212	Genotype.vcf.gz
3	47727212	49316972	Genotype.vcf.gz
3	49316972	51832015	Genotype.vcf.gz
3	51832015	54081390	Genotype.vcf.gz
3	54081390	55348860	Genotype.vcf.gz
3	55348860	56433907	Genotype.vcf.gz
3	56433907	58157519	Genotype.vcf.gz
3	58157519	60272906	Genotype.vcf.gz
3	60272906	62355666	Genotype.vcf.gz
3	62355666	63669286	Genotype.vcf.gz
3	63669286	65273538	Genotype.vcf.gz
3	65273538	66270447	Genotype.vcf.gz
3	66270447	68286914	Genotype.vcf.gz
3	68286914	69276762	Genotype.vcf.gz
3	69276762	70449028	Genotype.vcf.gz
3	70449028	72529329	Genotype.vcf.gz
3	72529329	74321817	Genotype.vcf.gz
3	74321817	75704949	Genotype.vcf.gz
3	75704949	77508835	Genotype.vcf.gz
3	77508835	79024541	Genotype.vcf.gz
3	79024541	81427310	Genotype.vcf.gz
3	81427310	82643886	Genotype.vcf.gz
3	82643886	84367479	Genotype.vcf.gz
3	84367479	85582231	Genotype.vcf.gz
3	85582231	87409732	Genotype.vcf.gz
3	87409732	88298373	Genotype.vcf.gz
3	88298373	94255316	Genotype.vcf.gz
3	94255316	95311971	Genotype.vcf.gz
3	95311971	98215950	Genotype.vcf.gz
3	98215950	99373762	Genotype.vcf.gz
3	99373762	100592217	Genotype.vcf.gz
3	100592217	103084960	Genotype.vcf.gz
3	103084960	104581613	Genotype.vcf.gz
3	104581613	106982811	Genotype.vcf.gz
3	106982811	109522395	Genotype.vcf.gz
3	109522395	110513770	Genotype.vcf.gz
3	110513770	112815699	Genotype.vcf.gz
3	112815699	113947863	Genotype.vcf.gz
3	113947863	115447080	Genotype.vcf.gz
3	115447080	116800153	Genotype.vcf.gz
3	116800153	118530251	Genotype.vcf.gz
3	118530251	120523055	Genotype.vcf.gz
3	120523055	121974097	Genotype.vcf.gz
3	121974097	123517768	Genotype.vcf.gz
3	123517768	124936642	Genotype.vcf.gz
3	124936642	126214943	Genotype.vcf.gz
3	126214943	128194861	Genotype.vcf.gz
3	128194861	130244735	Genotype.vcf.gz
3	130244735	131836516	Genotype.vcf.gz
3	131836516	133252173	Genotype.vcf.gz
3	133252173	135456906	Genotype.vcf.gz
3	135456906	137371083	Genotype.vcf.gz
3	137371083	139954597	Genotype.vcf.gz
3	139954597	141339097	Genotype.vcf.gz
3	141339097	143164628	Genotype.vcf.gz
3	143164628	144410816	Genotype.vcf.gz
3	144410816	145664619	Genotype.vcf.gz
3	145664619	146726629	Genotype.vcf.gz
3	146726629	149043237	Genotype.vcf.gz
3	149043237	150252004	Genotype.vcf.gz
3	150252004	151348730	Genotype.vcf.gz
3	151348730	153256571	Genotype.vcf.gz
3	153256571	154714218	Genotype.vcf.gz
3	154714218	156008700	Genotype.vcf.gz
3	156008700	157312028	Genotype.vcf.gz
3	157312028	159477890	Genotype.vcf.gz
3	159477890	161524504	Genotype.vcf.gz
3	161524504	163253205	Genotype.vcf.gz
3	163253205	165055469	Genotype.vcf.gz
3	165055469	167117429	Genotype.vcf.gz
3	167117429	168580960	Genotype.vcf.gz
3	168580960	170964909	Genotype.vcf.gz
3	170964909	172295731	Genotype.vcf.gz
3	172295731	173477285	Genotype.vcf.gz
3	173477285	175116539	Genotype.vcf.gz
3	175116539	176320287	Genotype.vcf.gz
3	176320287	178107165	Genotype.vcf.gz
3	178107165	179374586	Genotype.vcf.gz
3	179374586	181511166	Genotype.vcf.gz
3	181511166	183769683	Genotype.vcf.gz
3	183769683	185068255	Genotype.vcf.gz
3	185068255	186890344	Genotype.vcf.gz
3	186890344	188856214	Genotype.vcf.gz
3	188856214	190226607	Genotype.vcf.gz
3	190226607	192343814	Genotype.vcf.gz
3	192343814	194059671	Genotype.vcf.gz
3	194059671	194786674	Genotype.vcf.gz
3	194786674	195971408	Genotype.vcf.gz
3	195971408	197075987	Genotype.vcf.gz
3	197075987	197946622	Genotype.vcf.gz
4	10240	694715	Genotype.vcf.gz
4	694715	1478711	Genotype.vcf.gz
4	1478711	2842979	Genotype.vcf.gz
4	2842979	3846040	Genotype.vcf.gz
4	3846040	4684116	Genotype.vcf.gz
4	4684116	5502388	Genotype.vcf.gz
4	5502388	6773043	Genotype.vcf.gz
4	6773043	7539692	Genotype.vcf.gz
4	7539692	8152235	Genotype.vcf.gz
4	8152235	9326479	Genotype.vcf.gz
4	9326479	10699152	Genotype.vcf.gz
4	10699152	12323034	Genotype.vcf.gz
4	12323034	14272001	Genotype.vcf.gz
4	14272001	15147446	Genotype.vcf.gz
4	15147446	15927009	Genotype.vcf.gz
4	15927009	17383322	Genotype.vcf.gz
4	17383322	18841874	Genotype.vcf.gz
4	18841874	20544557	Genotype.vcf.gz
4	20544557	22319347	Genotype.vcf.gz
4	22319347	24135529	Genotype.vcf.gz
4	24135529	25609322	Genotype.vcf.gz
4	25609322	27343722	Genotype.vcf.gz
4	27343722	27965868	Genotype.vcf.gz
4	27965868	29762208	Genotype.vcf.gz
4	29762208	30454535	Genotype.vcf.gz
4	30454535	31782981	Genotype.vcf.gz
4	31782981	33172766	Genotype.vcf.gz
4	33172766	35151415	Genotype.vcf.gz
4	35151415	36020436	Genotype.vcf.gz
4	36020436	37255047	Genotype.vcf.gz
4	37255047	38907022	Genotype.vcf.gz
4	38907022	40202609	Genotype.vcf.gz
4	40202609	42213058	Genotype.vcf.gz
4	42213058	43965045	Genotype.vcf.gz
4	43965045	45189157	Genotype.vcf.gz
4	45189157	47411896	Genotype.vcf.gz
4	47411896	48123600	Genotype.vcf.gz
4	48123600	53877433	Genotype.vcf.gz
4	53877433	55429556	Genotype.vcf.gz
4	55429556	56547644	Genotype.vcf.gz
4	56547644	58935008	Genotype.vcf.gz
4	58935008	60741087	Genotype.vcf.gz
4	60741087	62371763	Genotype.vcf.gz
4	62371763	64341001	Genotype.vcf.gz
4	64341001	66600492	Genotype.vcf.gz
4	66600492	68059497	Genotype.vcf.gz
4	68059497	68854765	Genotype.vcf.gz
4	68854765	71049152	Genotype.vcf.gz
4	71049152	72140558	Genotype.vcf.gz
4	72140558	74592390	Genotype.vcf.gz
4	74592390	77130707	Genotype.vcf.gz
4	77130707	79093979	Genotype.vcf.gz
4	79093979	80990297	Genotype.vcf.gz
4	80990297	82125315	Genotype.vcf.gz
4	82125315	83372593	Genotype.vcf.gz
4	83372593	84799656	Genotype.vcf.gz
4	84799656	86930609	Genotype.vcf.gz
4	86930609	87534648	Genotype.vcf.gz
4	87534648	89238028	Genotype.vcf.gz
4	89238028	90231564	Genotype.vcf.gz
4	90231564	91560677	Genotype.vcf.gz
4	91560677	94233299	Genotype.vcf.gz
4	94233299	96182188	Genotype.vcf.gz
4	96182188	97540703	Genotype.vcf.gz
4	97540703	99424067	Genotype.vcf.gz
4	99424067	100678360	Genotype.vcf.gz
4	100678360	103221356	Genotype.vcf.gz
4	103221356	105305294	Genotype.vcf.gz
4	105305294	107501305	Genotype.vcf.gz
4	107501305	108815348	Genotype.vcf.gz
4	108815348	111256567	Genotype.vcf.gz
4	111256567	113870102	Genotype.vcf.gz
4	113870102	115666246	Genotype.vcf.gz
4	115666246	117276929	Genotype.vcf.gz
4	117276929	118479918	Genotype.vcf.gz
4	118479918	119933512	Genotype.vcf.gz
4	119933512	120392684	Genotype.vcf.gz
4	120392684	122657987	Genotype.vcf.gz
4	122657987	124286481	Genotype.vcf.gz
4	124286481	125210862	Genotype.vcf.gz
4	125210862	126480886	Genotype.vcf.gz
4	126480886	127275477	Genotype.vcf.gz
4	127275477	127830293	Genotype.vcf.gz
4	127830293	128996665	Genotype.vcf.gz
4	128996665	130591885	Genotype.vcf.gz
4	130591885	131283821	Genotype.vcf.gz
4	131283821	132954033	Genotype.vcf.gz
4	132954033	134628434	Genotype.vcf.gz
4	134628434	136566407	Genotype.vcf.gz
4	136566407	138541971	Genotype.vcf.gz
4	138541971	139556511	Genotype.vcf.gz
4	139556511	141084631	Genotype.vcf.gz
4	141084631	143443265	Genotype.vcf.gz
4	143443265	146178187	Genotype.vcf.gz
4	146178187	148521873	Genotype.vcf.gz
4	148521873	150683580	Genotype.vcf.gz
4	150683580	152782184	Genotype.vcf.gz
4	152782184	154477641	Genotype.vcf.gz
4	154477641	155056126	Genotype.vcf.gz
4	155056126	157485097	Genotype.vcf.gz
4	157485097	158743718	Genotype.vcf.gz
4	158743718	161058864	Genotype.vcf.gz
4	161058864	161826435	Genotype.vcf.gz
4	161826435	163243679	Genotype.vcf.gz
4	163243679	164478234	Genotype.vcf.gz
4	164478234	165823448	Genotype.vcf.gz
4	165823448	167018858	Genotype.vcf.gz
4	167018858	167852917	Genotype.vcf.gz
4	167852917	169676825	Genotype.vcf.gz
4	169676825	170776510	Genotype.vcf.gz
4	170776510	172558635	Genotype.vcf.gz
4	172558635	174264132	Genotype.vcf.gz
4	174264132	176570716	Genotype.vcf.gz
4	176570716	178991910	Genotype.vcf.gz
4	178991910	180122043	Genotype.vcf.gz
4	180122043	182066807	Genotype.vcf.gz
4	182066807	183371275	Genotype.vcf.gz
4	183371275	184929455	Genotype.vcf.gz
4	184929455	186909090	Genotype.vcf.gz
4	186909090	188472981	Genotype.vcf.gz
4	188472981	189693511	Genotype.vcf.gz
4	189693511	191043594	Genotype.vcf.gz
5	11940	982252	Genotype.vcf.gz
5	982252	2132442	Genotype.vcf.gz
5	2132442	3361941	Genotype.vcf.gz
5	3361941	4632110	Genotype.vcf.gz
5	4632110	5973233	Genotype.vcf.gz
5	5973233	7143218	Genotype.vcf.gz
5	7143218	8446336	Genotype.vcf.gz
5	8446336	9718832	Genotype.vcf.gz
5	9718832	11173271	Genotype.vcf.gz
5	11173271	13464832	Genotype.vcf.gz
5	13464832	14757804	Genotype.vcf.gz
5	14757804	16963613	Genotype.vcf.gz
5	16963613	18051592	Genotype.vcf.gz
5	18051592	19917716	Genotype.vcf.gz
5	19917716	22152073	Genotype.vcf.gz
5	22152073	23494324	Genotype.vcf.gz
5	23494324	26184851	Genotype.vcf.gz
5	26184851	26857604	Genotype.vcf.gz
5	26857604	27984513	Genotype.vcf.gz
5	27984513	29714820	Genotype.vcf.gz
5	29714820	31390249	Genotype.vcf.gz
5	31390249	33500180	Genotype.vcf.gz
5	33500180	35048970	Genotype.vcf.gz
5	35048970	36433954	Genotype.vcf.gz
5	36433954	38802410	Genotype.vcf.gz
5	38802410	40287729	Genotype.vcf.gz
5	40287729	41888710	Genotype.vcf.gz
5	41888710	43983499	Genotype.vcf.gz
5	43983499	50163398	Genotype.vcf.gz
5	50163398	52134622	Genotype.vcf.gz
5	52134622	53703044	Genotype.vcf.gz
5	53703044	55417349	Genotype.vcf.gz
5	55417349	56621102	Genotype.vcf.gz
5	56621102	57340073	Genotype.vcf.gz
5	57340073	58524622	Genotype.vcf.gz
5	58524622	60935907	Genotype.vcf.gz
5	60935907	61672995	Genotype.vcf.gz
5	61672995	63218987	Genotype.vcf.gz
5	63218987	63968304	Genotype.vcf.gz
5	63968304	65911286	Genotype.vcf.gz
5	65911286	67850860	Genotype.vcf.gz
5	67850860	71240456	Genotype.vcf.gz
5	71240456	73759326	Genotype.vcf.gz
5	73759326	75798866	Genotype.vcf.gz
5	75798866	77623332	Genotype.vcf.gz
5	77623332	79393144	Genotype.vcf.gz
5	79393144	80481471	Genotype.vcf.gz
5	80481471	82025648	Genotype.vcf.gz
5	82025648	83972689	Genotype.vcf.gz
5	83972689	85767290	Genotype.vcf.gz
5	85767290	87389991	Genotype.vcf.gz
5	87389991	88891530	Genotype.vcf.gz
5	88891530	90422654	Genotype.vcf.gz
5	90422654	91840542	Genotype.vcf.gz
5	91840542	93809984	Genotype.vcf.gz
5	93809984	95963519	Genotype.vcf.gz
5	95963519	97315601	Genotype.vcf.gz
5	97315601	99260992	Genotype.vcf.gz
5	99260992	101578769	Genotype.vcf.gz
5	101578769	103320005	Genotype.vcf.gz
5	103320005	104851483	Genotype.vcf.gz
5	104851483	105893055	Genotype.vcf.gz
5	105893055	107264196	Genotype.vcf.gz
5	107264196	108633934	Genotype.vcf.gz
5	108633934	110821144	Genotype.vcf.gz
5	110821144	111981562	Genotype.vcf.gz
5	111981562	113396285	Genotype.vcf.gz
5	113396285	114830370	Genotype.vcf.gz
5	114830370	115831047	Genotype.vcf.gz
5	115831047	117346213	Genotype.vcf.gz
5	117346213	118608820	Genotype.vcf.gz
5	118608820	119669042	Genotype.vcf.gz
5	119669042	120452166	Genotype.vcf.gz
5	120452166	122556905	Genotype.vcf.gz
5	122556905	123798100	Genotype.vcf.gz
5	123798100	125785649	Genotype.vcf.gz
5	125785649	127344604	Genotype.vcf.gz
5	127344604	129519025	Genotype.vcf.gz
5	129519025	132139649	Genotype.vcf.gz
5	132139649	134777401	Genotype.vcf.gz
5	134777401	136376050	Genotype.vcf.gz
5	136376050	139265072	Genotype.vcf.gz
5	139265072	140645971	Genotype.vcf.gz
5	140645971	142981248	Genotype.vcf.gz
5	142981248	144943354	Genotype.vcf.gz
5	144943354	147181998	Genotype.vcf.gz
5	147181998	148662624	Genotype.vcf.gz
5	148662624	150561298	Genotype.vcf.gz
5	150561298	152867774	Genotype.vcf.gz
5	152867774	153773088	Genotype.vcf.gz
5	153773088	155373505	Genotype.vcf.gz
5	155373505	156628700	Genotype.vcf.gz
5	156628700	158825698	Genotype.vcf.gz
5	158825698	159973944	Genotype.vcf.gz
5	159973944	161482133	Genotype.vcf.gz
5	161482133	162743908	Genotype.vcf.gz
5	162743908	163771582	Genotype.vcf.gz
5	163771582	165642395	Genotype.vcf.gz
5	165642395	166847740	Genotype.vcf.gz
5	166847740	168525318	Genotype.vcf.gz
5	168525318	169505664	Genotype.vcf.gz
5	169505664	171074292	Genotype.vcf.gz
5	171074292	172678327	Genotype.vcf.gz
5	172678327	173642871	Genotype.vcf.gz
5	173642871	175450595	Genotype.vcf.gz
5	175450595	177251507	Genotype.vcf.gz
5	177251507	178413464	Genotype.vcf.gz
5	178413464	179401244	Genotype.vcf.gz
5	179401244	180559933	Genotype.vcf.gz
5	180559933	180885156	Genotype.vcf.gz
6	73924	1452362	Genotype.vcf.gz
6	1452362	2458936	Genotype.vcf.gz
6	2458936	3573593	Genotype.vcf.gz
6	3573593	4617817	Genotype.vcf.gz
